alerts,control_type,counter_bits,delay_ms,export_drop_prob,export_latency_ms,expressible,false_positive_rate,fault_type,interference_delay_ms,key_mode,keys_tracked,loss_prob,n_chunks,n_jobs,n_rounds,n_workers,observed_rounds,packets,per_packet_ops,precision,query,reason,recall,register_bytes,scaling_model,seed,sketch_width,state_entries,system,time_to_detection_ms,timeout_ms,window_size,workload
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,13,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,13,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,13,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,14,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,14,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,14,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,15,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,15,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,15,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,16,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,16,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,16,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,17,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,17,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,17,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,18,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,18,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,18,,,univmon,,,,straggler
,,3350,100,,,True,,,,,50,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,419,rounds with timestamp+argmax worker,19,,50,sonata,,,,straggler
,,67,100,,,True,,,,,1,,25600,1,50,8,50,10240000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,19,,1,inc_aware,,,,straggler
,,,100,,,False,,,,,,,25600,1,50,8,50,10240000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,19,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,0,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,0,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,0,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,1,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,1,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,1,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,2,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,2,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,2,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,3,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,3,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,3,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,4,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,4,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,4,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,5,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,5,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,5,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,6,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,6,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,6,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,7,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,7,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,7,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,8,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,8,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,8,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,9,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,9,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,9,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,10,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,10,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,10,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,11,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,11,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,11,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,12,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,12,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,12,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,13,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,13,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,13,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,14,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,14,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,14,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,15,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,15,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,15,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,16,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,16,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,16,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,17,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,17,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,17,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,18,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,18,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,18,,,univmon,,,,straggler
,,3400,1,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,19,,50,sonata,,,,straggler
,,68,1,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,19,,1,inc_aware,,,,straggler
,,,1,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,19,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,0,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,0,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,0,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,1,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,1,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,1,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,2,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,2,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,2,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,3,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,3,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,3,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,4,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,4,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,4,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,5,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,5,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,5,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,6,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,6,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,6,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,7,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,7,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,7,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,8,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,8,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,8,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,9,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,9,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,9,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,10,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,10,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,10,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,11,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,11,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,11,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,12,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,12,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,12,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,13,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,13,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,13,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,14,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,14,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,14,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,15,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,15,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,15,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,16,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,16,,1,inc_aware,,,,straggler
,,,10,,,False,,,,,,,25600,1,50,16,50,20480000,,,Q3,Argmax over keys is not expressible as a sketch G-sum; all workers are equally heavy by construction.,,,not expressible,16,,,univmon,,,,straggler
,,3400,10,,,True,,,,,50,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,425,rounds with timestamp+argmax worker,17,,50,sonata,,,,straggler
,,68,10,,,True,,,,,1,,25600,1,50,16,50,20480000,2,1.0,Q3,,1.0,9,active-round timestamp+argmax worker,17,,1,inc_aware,,,,straggler
